1#,1Attack,1Defense,1HP,1Legendary,1SpAtk,1SpDef,1Speed,1type1,1type2,2#,2Attack,2Defense,2HP,2Legendary,2SpAtk,2SpDef,2Speed,2type1,2type2,winner
292,35,55,50,False,25,25,15,0,18,727,95,67,72,False,103,71,122,17,1,False
142,155,109,95,False,70,130,81,17,1,324,45,135,30,False,45,90,30,15,18,True
362,100,80,80,False,80,80,100,10,2,114,80,110,60,False,50,80,45,10,18,True
466,65,35,55,False,60,30,85,17,18,302,30,30,40,False,55,30,85,17,7,False
587,45,43,55,False,55,43,72,14,7,277,60,40,45,False,70,50,45,6,18,True
630,50,62,50,False,40,62,65,13,18,276,110,75,70,False,145,85,145,9,2,False
321,60,30,72,False,20,30,25,5,18,23,80,75,83,False,70,70,101,12,7,False
233,185,115,80,False,40,105,75,0,5,360,100,45,45,False,45,45,10,10,18,True
546,120,100,150,True,120,100,90,8,2,289,45,35,45,False,20,30,20,0,18,True
68,95,95,90,False,70,90,70,17,5,637,45,70,60,False,75,85,55,14,18,True
133,110,80,70,False,55,80,105,0,7,38,57,40,46,False,40,40,50,13,18,True
154,105,65,80,False,60,75,130,15,7,219,80,65,70,False,90,65,85,12,14,True
656,75,80,165,False,40,45,65,17,18,729,56,77,85,False,50,77,78,12,10,False
426,150,90,105,True,150,90,95,2,7,265,75,115,100,True,90,115,85,17,18,True
734,22,60,45,False,27,30,29,0,18,190,20,65,35,False,40,65,20,4,18,True
500,72,78,68,False,38,42,32,10,18,442,55,30,40,False,30,30,60,12,7,False
413,135,130,80,False,95,90,70,16,14,670,40,60,60,False,95,60,55,8,6,True
459,59,85,60,False,79,105,36,0,9,401,80,90,110,False,95,90,65,11,17,False
138,155,120,65,False,65,90,105,0,7,483,63,47,63,False,41,41,74,13,1,True
471,83,68,111,False,92,82,39,17,10,492,70,45,58,False,40,45,42,2,10,False
680,66,84,109,False,81,99,32,10,3,244,55,45,45,False,65,45,75,11,7,True
487,80,95,50,False,10,45,10,15,18,343,73,55,65,False,47,75,85,0,18,True
665,85,70,65,False,75,70,40,3,18,169,82,100,80,False,83,100,80,9,18,False
654,40,50,55,False,65,85,40,17,8,725,56,40,41,False,62,44,71,17,18,False
535,65,107,50,False,105,107,86,3,11,744,124,78,95,False,69,71,58,5,1,True
549,100,100,100,False,100,100,100,17,18,24,80,80,83,False,135,80,121,12,7,False
111,40,80,60,False,60,45,40,9,14,151,60,125,70,False,115,70,55,15,17,False
497,70,40,40,False,35,40,60,5,18,562,75,60,75,False,83,60,60,17,18,False
362,100,80,80,False,80,80,100,10,2,316,90,45,61,False,50,50,160,0,7,False
602,63,90,55,False,50,80,42,0,9,329,85,85,50,False,55,55,50,16,4,False
427,180,100,105,True,180,100,115,2,7,1,49,49,45,False,65,65,45,9,13,True
671,55,90,60,False,145,90,80,8,6,567,80,65,65,False,35,65,60,12,18,False
428,100,100,100,True,100,100,100,16,14,306,65,65,68,False,125,115,80,14,4,True
426,150,90,105,True,150,90,95,2,7,501,112,118,108,False,68,72,47,10,18,True
756,80,86,82,False,85,75,72,4,18,14,30,35,45,False,20,20,45,0,18,True
11,63,80,59,False,65,80,58,17,18,602,63,90,55,False,50,80,42,0,9,True
421,130,100,80,True,160,120,110,2,14,565,85,69,60,False,60,69,77,12,18,True
743,82,62,67,False,46,48,43,5,18,289,45,35,45,False,20,30,20,0,18,True
658,77,60,70,False,97,60,108,0,3,155,135,85,80,False,70,95,150,15,7,False
58,45,35,40,False,40,40,90,12,18,607,27,60,40,False,37,50,66,9,4,True
739,45,47,54,False,75,98,52,4,18,305,35,35,38,False,65,55,50,14,4,True
77,90,50,65,False,85,45,55,9,13,528,165,95,68,False,65,115,110,14,5,False
339,75,60,70,False,105,60,105,3,18,566,60,45,45,False,25,45,55,12,18,True
430,180,20,50,True,180,20,150,14,18,614,117,80,95,False,65,70,92,10,1,True
706,105,70,79,True,145,80,101,3,7,330,105,125,50,False,55,95,50,16,4,True
461,69,95,60,False,69,95,36,0,16,793,131,95,126,True,131,98,99,4,18,False
654,40,50,55,False,65,85,40,17,8,220,65,90,50,False,35,35,15,0,18,False
423,150,90,100,True,180,160,90,17,18,244,55,45,45,False,65,45,75,11,7,True
362,100,80,80,False,80,80,100,10,2,110,50,70,60,False,80,80,140,3,18,True
254,95,62,73,False,85,65,85,12,18,539,105,105,80,True,105,105,80,14,18,True
3,82,83,80,False,100,100,80,9,13,543,90,106,91,True,130,106,77,6,16,False
624,30,85,38,False,55,65,30,8,18,752,50,150,60,False,50,150,60,16,8,False
474,80,44,150,False,90,54,80,8,7,742,100,62,123,False,97,81,68,9,18,True
306,65,65,68,False,125,115,80,14,4,81,80,100,40,False,30,30,20,15,10,True
102,65,60,60,False,130,75,110,8,13,402,64,85,35,False,74,55,32,17,18,True
47,45,35,40,False,30,40,55,13,7,670,40,60,60,False,95,60,55,8,6,False
696,85,70,72,False,65,70,58,1,2,745,80,60,75,False,65,90,102,12,18,False
471,83,68,111,False,92,82,39,17,10,267,84,70,70,False,65,70,51,15,10,False
272,100,100,100,False,100,100,100,14,9,485,24,86,57,False,24,86,23,16,14,True
536,65,107,50,False,105,107,86,3,7,520,50,95,85,False,120,115,80,4,7,True
264,115,85,115,True,90,75,100,6,18,789,69,85,55,False,32,35,28,11,18,True
792,70,80,85,False,97,80,123,7,2,8,130,111,78,False,130,85,100,6,2,True
730,50,43,45,False,40,38,62,12,7,791,30,35,40,False,45,40,55,7,2,True
116,105,79,50,False,35,110,76,5,18,520,50,95,85,False,120,115,80,4,7,False
661,55,70,40,False,45,60,30,16,18,353,60,40,60,False,65,45,35,6,10,False
728,36,38,38,False,32,36,57,12,18,705,115,70,79,True,125,80,111,3,7,False
495,170,115,108,False,120,95,92,2,10,783,66,70,54,False,44,55,46,8,9,True
16,45,50,60,False,90,80,70,0,7,73,80,50,70,False,35,35,35,5,18,True
432,95,90,50,True,95,90,180,14,18,234,95,55,55,False,35,75,115,1,11,False
79,40,35,40,False,50,100,70,17,13,240,100,80,100,False,60,60,50,11,10,True
542,120,100,90,True,150,120,100,17,2,208,75,55,75,False,105,85,30,9,18,True
336,60,75,60,False,60,75,80,5,14,276,110,75,70,False,145,85,145,9,2,False
490,65,45,76,False,92,42,91,12,7,709,125,90,89,True,115,80,101,10,7,False
736,50,58,62,False,73,54,72,6,12,215,75,80,95,False,100,110,30,17,14,False
355,120,100,70,False,145,105,20,6,10,594,105,85,85,False,40,50,40,5,18,False
659,50,91,44,False,24,86,10,9,16,309,60,62,70,False,80,82,60,0,7,False
240,100,80,100,False,60,60,50,11,10,168,62,80,60,False,63,80,60,9,18,False
678,40,85,50,False,40,65,25,0,18,248,90,50,75,False,110,80,95,1,6,False
607,27,60,40,False,37,50,66,9,4,106,73,70,85,False,73,115,67,14,18,False
51,80,85,75,False,110,90,50,9,13,347,73,83,100,False,73,83,55,13,18,False
696,85,70,72,False,65,70,58,1,2,756,80,86,82,False,85,75,72,4,18,False
475,66,44,55,False,44,56,85,12,18,373,78,73,110,False,76,71,60,17,10,True
168,62,80,60,False,63,80,60,9,18,522,110,130,65,False,60,65,95,9,18,False
56,55,25,10,False,35,45,95,10,18,50,65,70,60,False,85,75,40,9,13,False
79,40,35,40,False,50,100,70,17,13,636,30,50,45,False,55,65,45,14,18,True
196,75,85,90,False,115,90,55,3,18,576,98,63,75,False,98,63,101,17,18,False
650,75,45,50,False,40,45,60,0,18,593,80,55,75,False,25,35,35,5,18,True
352,90,45,170,False,90,45,60,17,18,244,55,45,45,False,65,45,75,11,7,False
35,47,52,55,False,40,40,41,13,18,359,60,60,60,False,60,60,60,12,18,False
721,107,122,88,False,74,75,64,9,5,742,100,62,123,False,97,81,68,9,18,False
432,95,90,50,True,95,90,180,14,18,574,98,63,75,False,98,63,101,6,18,True
624,30,85,38,False,55,65,30,8,18,775,50,35,45,False,55,75,40,2,18,False
261,80,105,95,False,40,70,100,12,18,300,55,30,40,False,30,30,85,12,7,True
768,121,119,82,False,69,59,71,15,2,127,65,95,55,False,95,45,85,17,18,False
387,115,65,64,False,83,63,65,8,18,170,52,43,39,False,60,50,65,6,18,False
73,80,50,70,False,35,35,35,5,18,194,40,40,55,False,65,45,35,3,18,False
312,60,60,60,False,35,35,30,12,18,170,52,43,39,False,60,50,65,6,18,False
92,85,45,35,False,35,35,75,12,7,15,20,55,50,False,25,25,30,0,18,True
391,68,83,99,False,72,87,51,9,7,568,110,90,85,False,45,90,80,12,18,False
707,120,100,100,True,150,120,90,2,6,689,83,50,70,False,37,50,60,12,7,True
43,41,40,38,False,50,65,65,6,18,93,110,70,60,False,60,60,100,12,7,False
367,110,110,75,False,110,105,80,2,4,375,120,85,63,False,90,55,55,17,1,True
490,65,45,76,False,92,42,91,12,7,255,20,35,55,False,20,45,75,12,18,True
778,80,91,57,False,80,87,75,16,4,23,80,75,83,False,70,70,101,12,7,False
21,45,40,40,False,35,35,56,12,7,641,65,75,110,False,125,85,30,14,18,True
776,75,53,68,False,83,113,60,2,18,434,89,85,75,False,55,65,36,9,18,True
314,160,100,150,False,95,65,100,12,18,38,57,40,46,False,40,40,50,13,18,True
318,51,23,64,False,51,23,28,12,18,465,45,70,60,False,45,90,95,3,18,False
434,89,85,75,False,55,65,36,9,18,554,100,100,100,True,100,100,100,14,6,False
405,90,130,100,False,45,65,55,17,15,740,65,68,78,False,112,154,75,4,18,False
220,65,90,50,False,35,35,15,0,18,593,80,55,75,False,25,35,35,5,18,False
578,55,85,116,False,107,95,29,14,18,557,75,95,75,False,75,95,113,9,18,False
359,60,60,60,False,60,60,60,12,18,531,80,70,70,False,80,70,110,11,8,False
528,165,95,68,False,65,115,110,14,5,699,60,65,85,False,135,105,100,0,6,True
321,60,30,72,False,20,30,25,5,18,417,75,150,80,True,75,150,50,16,18,False
234,95,55,55,False,35,75,115,1,11,693,97,66,85,False,105,66,65,6,18,True
373,78,73,110,False,76,71,60,17,10,548,80,80,80,False,80,80,80,17,18,False
331,70,100,50,False,40,40,30,16,15,173,65,64,50,False,44,48,43,17,18,False
42,70,73,95,False,95,90,60,4,18,200,50,80,100,False,60,80,50,17,4,True
233,185,115,80,False,40,105,75,0,5,331,70,100,50,False,40,40,30,16,15,True
545,100,120,150,True,100,120,90,8,2,249,90,90,75,False,140,90,115,1,6,False
730,50,43,45,False,40,38,62,12,7,547,70,120,120,False,75,130,85,14,18,False
701,129,90,91,True,72,90,108,15,5,185,38,38,75,False,56,56,67,17,3,True
446,85,60,79,False,55,60,71,12,17,784,66,70,59,False,44,55,41,8,9,False
444,120,70,85,False,50,60,100,12,7,756,80,86,82,False,85,75,72,4,18,True
626,78,103,54,False,53,45,22,17,15,492,70,45,58,False,40,45,42,2,10,False
539,105,105,80,True,105,105,80,14,18,475,66,44,55,False,44,56,85,12,18,False
314,160,100,150,False,95,65,100,12,18,197,95,105,90,False,165,110,45,3,2,True
704,100,80,79,True,110,90,121,7,18,100,35,30,30,False,100,35,80,8,13,True
700,90,129,91,True,90,72,108,16,5,660,94,131,74,False,54,116,20,9,16,True
639,30,40,45,False,105,50,20,14,18,61,82,78,80,False,95,80,85,17,18,False
151,60,125,70,False,115,70,55,15,17,101,50,45,45,False,115,55,95,8,13,False
561,55,45,55,False,63,45,45,17,18,524,95,125,75,False,45,75,95,10,7,False
327,75,75,50,False,65,65,50,1,8,666,115,80,85,False,105,80,50,3,18,False
353,60,40,60,False,65,45,35,6,10,526,80,70,85,False,135,75,90,12,18,False
198,80,95,75,False,90,100,50,9,18,588,57,55,67,False,77,55,114,14,7,False
225,125,230,75,False,55,95,30,16,10,514,70,115,70,False,130,90,60,3,16,False
306,65,65,68,False,125,115,80,14,4,110,50,70,60,False,80,80,140,3,18,False
446,85,60,79,False,55,60,71,12,17,640,40,50,65,False,125,60,30,14,18,True
389,40,90,20,False,30,90,25,8,18,496,85,40,135,False,40,85,5,12,18,False
127,65,95,55,False,95,45,85,17,18,468,35,45,45,False,62,53,35,9,18,True
537,65,107,50,False,105,107,86,3,9,299,100,60,90,False,90,60,80,9,1,True
196,75,85,90,False,115,90,55,3,18,348,90,20,45,False,65,20,65,17,1,False
60,52,48,50,False,65,50,55,17,18,568,110,90,85,False,45,90,80,12,18,False
221,90,140,75,False,60,60,40,0,16,100,35,30,30,False,100,35,80,8,13,True
678,40,85,50,False,40,65,25,0,18,528,165,95,68,False,65,115,110,14,5,False
560,123,65,110,False,100,65,65,6,5,268,134,110,100,False,95,100,61,15,1,True
748,48,76,74,False,83,81,104,14,18,399,40,50,70,False,55,50,25,11,17,True
559,93,55,90,False,70,55,55,6,5,489,5,5,100,False,15,65,30,12,18,True
224,85,200,75,False,55,65,30,16,10,211,85,85,95,False,65,65,35,17,10,False
337,100,85,60,False,80,85,100,5,14,531,80,70,70,False,80,70,110,11,8,False
113,50,95,50,False,40,50,35,10,18,261,80,105,95,False,40,70,100,12,18,False
602,63,90,55,False,50,80,42,0,9,51,80,85,75,False,110,90,50,9,13,False
606,100,89,60,False,55,69,112,0,13,638,55,95,70,False,95,110,65,14,18,True
431,70,160,50,True,70,160,90,14,18,746,48,54,62,False,63,60,68,14,18,True
783,66,70,54,False,44,55,46,8,9,610,60,75,70,False,110,75,90,9,18,False
336,60,75,60,False,60,75,80,5,14,595,140,95,105,False,55,65,45,5,18,True
173,65,64,50,False,44,48,43,17,18,23,80,75,83,False,70,70,101,12,7,False
378,41,77,66,False,61,87,23,15,9,797,160,110,50,True,160,110,110,15,4,False
99,95,180,50,False,85,45,70,17,11,541,120,120,100,True,150,100,90,16,2,False
346,43,53,70,False,43,53,40,13,18,410,145,130,95,False,120,90,120,2,7,False
25,56,35,30,False,25,35,72,12,18,79,40,35,40,False,50,100,70,17,13,True
500,72,78,68,False,38,42,32,10,18,20,150,40,65,False,15,80,145,0,13,False
591,60,86,103,False,60,86,50,12,18,179,50,50,100,False,76,96,70,12,7,False
77,90,50,65,False,85,45,55,9,13,636,30,50,45,False,55,65,45,14,18,True
43,41,40,38,False,50,65,65,6,18,231,10,230,20,False,10,230,5,0,15,True
100,35,30,30,False,100,35,80,8,13,280,160,80,80,False,130,80,100,6,5,False
429,150,50,50,True,150,50,150,14,18,601,53,70,45,False,40,60,42,0,9,True
753,52,60,78,False,63,65,23,4,18,719,61,65,56,False,48,45,38,9,18,False
245,40,70,65,False,80,140,70,17,7,437,78,52,64,False,78,52,81,6,5,False
502,50,90,40,False,30,55,65,13,0,88,75,180,95,False,130,80,30,17,14,True
1,49,49,45,False,65,65,45,9,13,493,90,65,68,False,50,55,82,2,10,False
279,120,70,80,False,110,70,80,6,5,137,125,100,65,False,55,70,85,0,18,False
201,100,115,70,False,30,65,30,15,18,103,65,80,60,False,170,95,130,8,13,True
686,85,70,45,False,40,40,60,1,16,225,125,230,75,False,55,95,30,16,10,True
405,90,130,100,False,45,65,55,17,15,515,85,95,110,False,80,95,50,12,18,True
238,50,120,50,False,80,80,30,6,15,409,135,80,95,False,110,80,100,2,7,False
402,64,85,35,False,74,55,32,17,18,308,30,32,40,False,50,52,65,0,17,False
228,95,75,65,False,55,55,85,17,13,402,64,85,35,False,74,55,32,17,18,True
336,60,75,60,False,60,75,80,5,14,796,100,150,50,True,100,150,50,15,4,True
784,66,70,59,False,44,55,41,8,9,480,55,42,49,False,42,37,85,12,18,False
99,95,180,50,False,85,45,70,17,11,759,52,67,42,False,39,56,50,15,17,True
722,45,40,40,False,62,60,60,6,18,561,55,45,55,False,63,45,45,17,18,True
776,75,53,68,False,83,113,60,2,18,667,55,55,55,False,85,55,30,14,18,True
269,164,150,100,False,95,120,71,15,1,596,50,40,50,False,50,40,64,17,18,True
221,90,140,75,False,60,60,40,0,16,569,50,37,41,False,50,37,66,1,18,True
786,85,122,55,False,58,75,99,8,9,113,50,95,50,False,40,50,35,10,18,True
374,80,65,43,False,50,35,35,17,18,464,80,102,70,False,80,102,40,0,7,False
549,100,100,100,False,100,100,100,17,18,591,60,86,103,False,60,86,50,12,18,True
193,75,70,65,False,95,70,95,14,7,574,98,63,75,False,98,63,101,6,18,False
450,85,49,60,False,60,49,60,3,18,332,90,140,60,False,50,50,40,16,15,True
313,80,80,80,False,55,55,90,12,18,735,52,50,80,False,90,50,89,0,7,True
431,70,160,50,True,70,160,90,14,18,58,45,35,40,False,40,40,90,12,18,False
659,50,91,44,False,24,86,10,9,16,588,57,55,67,False,77,55,114,14,7,False
11,63,80,59,False,65,80,58,17,18,156,110,65,160,False,65,110,30,12,18,True
778,80,91,57,False,80,87,75,16,4,120,85,95,80,False,30,30,25,10,15,True
705,115,70,79,True,125,80,111,3,7,86,65,65,90,False,40,40,15,17,14,True
295,50,50,60,False,60,70,50,17,9,276,110,75,70,False,145,85,145,9,2,False
775,50,35,45,False,55,75,40,2,18,753,52,60,78,False,63,65,23,4,18,False
633,105,60,60,False,120,60,105,1,18,567,80,65,65,False,35,65,60,12,18,True
513,120,65,70,False,45,85,125,1,11,233,185,115,80,False,40,105,75,0,5,True
39,72,57,61,False,55,55,65,13,18,257,95,95,50,False,35,110,70,5,18,False
335,40,55,30,False,40,55,60,5,14,607,27,60,40,False,37,50,66,9,4,False
196,75,85,90,False,115,90,55,3,18,462,94,50,70,False,94,50,66,0,7,False
212,65,60,65,False,130,95,110,14,18,766,55,52,62,False,109,94,109,3,12,True
386,75,35,44,False,63,33,45,8,18,543,90,106,91,True,130,106,77,6,16,False
42,70,73,95,False,95,90,60,4,18,458,29,45,40,False,29,45,36,0,18,True
608,67,85,60,False,77,75,116,9,4,22,60,55,63,False,50,50,71,12,7,True
491,92,108,50,False,92,108,35,8,1,248,90,50,75,False,110,80,95,1,6,False
403,104,105,55,False,94,75,52,17,18,548,80,80,80,False,80,80,80,17,18,False
634,50,40,55,False,40,40,75,12,18,354,100,70,70,False,105,75,40,6,10,True
326,65,65,70,False,55,55,70,12,18,790,117,184,95,False,44,46,28,11,18,True
288,70,61,78,False,50,61,100,12,18,611,92,65,70,False,80,55,98,17,18,True
171,64,58,58,False,80,65,80,6,18,203,35,40,35,False,35,55,50,9,7,True
400,60,70,90,False,75,70,45,11,17,393,130,60,65,False,75,60,75,1,18,False
487,80,95,50,False,10,45,10,15,18,755,48,66,62,False,59,57,49,4,18,False
505,106,65,83,False,86,65,85,13,5,664,55,40,35,False,45,40,60,3,18,True
706,105,70,79,True,145,80,101,3,7,676,110,80,95,False,70,80,50,11,18,True
761,60,60,50,False,60,60,30,13,17,448,85,51,77,False,55,51,65,0,18,False
524,95,125,75,False,45,75,95,10,7,334,140,230,70,False,60,80,50,16,18,True
526,80,70,85,False,135,75,90,12,18,42,70,73,95,False,95,90,60,4,18,True
41,45,48,70,False,60,65,35,4,18,88,75,180,95,False,130,80,30,17,14,True
573,53,48,50,False,53,48,64,6,18,726,63,52,54,False,83,56,97,17,18,False
213,65,110,95,False,60,130,65,1,18,251,60,60,90,False,40,40,40,10,18,True
488,25,45,20,False,70,90,60,14,4,639,30,40,45,False,105,50,20,14,18,True
378,41,77,66,False,61,87,23,15,9,232,125,75,80,False,40,95,85,0,5,False
3,82,83,80,False,100,100,80,9,13,662,80,95,60,False,70,85,50,16,18,True
798,110,60,80,True,150,130,70,14,8,604,45,59,30,False,30,39,57,0,13,True
434,89,85,75,False,55,65,36,9,18,516,140,130,115,False,55,55,40,10,15,False
148,130,60,65,False,95,110,65,6,18,357,25,35,60,False,70,80,60,14,18,True
228,95,75,65,False,55,55,85,17,13,406,30,55,43,False,40,65,97,17,18,False
330,105,125,50,False,55,95,50,16,4,443,75,50,55,False,40,40,80,12,7,False
53,95,80,60,False,60,80,30,0,9,45,45,20,115,False,45,25,20,12,4,True
780,110,76,85,False,65,82,56,8,9,442,55,30,40,False,30,30,60,12,7,False
599,100,85,120,False,30,85,45,5,18,259,63,37,45,False,65,55,95,3,18,False
756,80,86,82,False,85,75,72,4,18,294,30,30,40,False,40,50,30,17,9,True
639,30,40,45,False,105,50,20,14,18,737,68,72,86,False,109,66,106,6,12,False
300,55,30,40,False,30,30,85,12,7,231,10,230,20,False,10,230,5,0,15,True
302,30,30,40,False,55,30,85,17,7,1,49,49,45,False,65,65,45,9,13,False
735,52,50,80,False,90,50,89,0,7,143,85,80,130,False,85,95,60,17,11,True
514,70,115,70,False,130,90,60,3,16,26,81,60,55,False,50,70,97,12,18,False
666,115,80,85,False,105,80,50,3,18,702,90,72,91,True,90,129,108,9,5,False
635,95,60,75,False,65,60,115,12,18,699,60,65,85,False,135,105,100,0,6,True
716,77,77,100,False,128,128,90,12,14,694,109,112,58,False,48,48,109,0,16,False
23,80,75,83,False,70,70,101,12,7,663,100,115,60,False,70,85,90,16,18,True
134,50,35,65,False,115,95,95,11,14,789,69,85,55,False,32,35,28,11,18,True
497,70,40,40,False,35,40,60,5,18,164,190,100,106,True,154,100,130,14,5,False
138,155,120,65,False,65,90,105,0,7,448,85,51,77,False,55,51,65,0,18,True
384,70,70,70,False,70,70,70,12,18,500,72,78,68,False,38,42,32,10,18,True
162,134,95,91,False,100,100,80,2,7,394,150,60,65,False,115,60,115,1,18,False
43,41,40,38,False,50,65,65,6,18,771,65,65,95,False,110,130,60,4,18,True
690,123,75,100,False,57,75,80,12,7,117,55,75,90,False,60,75,30,12,18,True
35,47,52,55,False,40,40,41,13,18,387,115,65,64,False,83,63,65,8,18,False
274,65,45,50,False,85,65,95,9,18,380,95,50,45,False,40,50,75,15,0,True
160,64,45,41,False,50,50,50,2,18,544,160,110,110,True,80,110,100,12,18,False
17,35,30,40,False,20,20,50,0,13,766,55,52,62,False,109,94,109,3,12,False
269,164,150,100,False,95,120,71,15,1,5,52,43,39,False,60,50,65,6,18,True
436,58,44,44,False,58,44,61,6,18,515,85,95,110,False,80,95,50,12,18,True
229,130,100,70,False,55,80,65,0,16,85,100,70,65,False,80,80,105,6,18,False
205,55,70,75,False,55,95,110,9,7,625,50,145,58,False,95,105,30,8,18,True
223,75,105,65,False,35,65,85,10,7,705,115,70,79,True,125,80,111,3,7,True
353,60,40,60,False,65,45,35,6,10,206,70,55,55,False,40,55,85,12,18,False
238,50,120,50,False,80,80,30,6,15,574,98,63,75,False,98,63,101,6,18,False
575,53,48,50,False,53,48,64,17,18,188,25,28,50,False,45,55,15,4,18,True
660,94,131,74,False,54,116,20,9,16,29,60,44,35,False,40,54,55,13,18,False
417,75,150,80,True,75,150,50,16,18,735,52,50,80,False,90,50,89,0,7,False
381,125,100,75,False,70,80,45,15,0,557,75,95,75,False,75,95,113,9,18,False
110,50,70,60,False,80,80,140,3,18,351,70,35,130,False,70,35,60,17,18,True
1,49,49,45,False,65,65,45,9,13,115,120,53,50,False,35,110,87,5,18,False
287,30,41,38,False,30,41,60,12,18,559,93,55,90,False,70,55,55,6,5,True
237,40,40,40,False,70,40,20,6,18,548,80,80,80,False,80,80,80,17,18,False
526,80,70,85,False,135,75,90,12,18,182,60,40,40,False,40,40,30,0,13,True
269,164,150,100,False,95,120,71,15,1,746,48,54,62,False,63,60,68,14,18,True
586,135,130,85,False,60,80,25,15,18,185,38,38,75,False,56,56,67,17,3,True
316,90,45,61,False,50,50,160,0,7,692,65,105,110,False,55,95,80,1,7,True
448,85,51,77,False,55,51,65,0,18,159,100,90,90,True,125,85,90,6,7,False
151,60,125,70,False,115,70,55,15,17,541,120,120,100,True,150,100,90,16,2,False
194,40,40,55,False,65,45,35,3,18,648,100,70,80,False,60,70,95,12,9,False
195,55,55,70,False,80,60,45,3,18,99,95,180,50,False,85,45,70,17,11,False
257,95,95,50,False,35,110,70,5,18,506,100,72,74,False,90,72,46,9,18,True
86,65,65,90,False,40,40,15,17,14,791,30,35,40,False,45,40,55,7,2,True
333,110,180,70,False,60,60,50,16,15,733,35,40,38,False,27,25,35,0,18,True
481,82,64,71,False,64,59,112,12,18,500,72,78,68,False,38,42,32,10,18,True
169,82,100,80,False,83,100,80,9,18,178,30,30,60,False,36,56,50,12,7,True
439,51,53,53,False,61,56,40,17,18,522,110,130,65,False,60,65,95,9,18,False
497,70,40,40,False,35,40,60,5,18,211,85,85,95,False,65,65,35,17,10,True
605,55,99,40,False,40,79,47,0,13,751,150,50,60,False,150,50,60,16,8,False
781,66,70,49,False,44,55,51,8,9,736,50,58,62,False,73,54,72,6,12,False
34,100,110,75,False,45,55,65,10,18,593,80,55,75,False,25,35,35,5,18,True
452,30,35,40,False,50,70,55,9,13,249,90,90,75,False,140,90,115,1,6,False
428,100,100,100,True,100,100,100,16,14,563,100,85,95,False,108,70,70,17,18,True
296,70,70,80,False,90,100,70,17,9,401,80,90,110,False,95,90,65,11,17,True
563,100,85,95,False,108,70,70,17,18,673,117,70,66,False,40,50,67,2,18,True
708,150,120,100,True,120,100,90,2,3,735,52,50,80,False,90,50,89,0,7,True
186,58,58,125,False,76,76,67,17,3,353,60,40,60,False,65,45,35,6,10,False
172,84,78,78,False,109,85,100,6,18,433,68,64,55,False,45,55,31,9,18,True
184,90,80,85,False,70,80,130,13,7,367,110,110,75,False,110,105,80,2,4,True
545,100,120,150,True,100,120,90,8,2,799,160,60,80,True,170,130,80,14,1,True
23,80,75,83,False,70,70,101,12,7,245,40,70,65,False,80,140,70,17,7,True
147,65,60,65,False,110,95,130,3,18,689,83,50,70,False,37,50,60,12,7,True
115,120,53,50,False,35,110,87,5,18,674,147,90,76,False,60,70,97,2,18,False
763,53,62,50,False,58,63,44,17,18,193,75,70,65,False,95,70,95,14,7,False
402,64,85,35,False,74,55,32,17,18,348,90,20,45,False,65,20,65,17,1,False
104,45,160,35,False,30,45,70,15,10,218,33,58,190,False,33,58,33,14,18,True
339,75,60,70,False,105,60,105,3,18,406,30,55,43,False,40,65,97,17,18,True
407,75,60,45,False,40,30,50,2,18,193,75,70,65,False,95,70,95,14,7,False
291,70,50,60,False,100,50,65,0,7,230,150,140,70,False,65,100,75,0,16,False
17,35,30,40,False,20,20,50,0,13,265,75,115,100,True,90,115,85,17,18,False
423,150,90,100,True,180,160,90,17,18,547,70,120,120,False,75,130,85,14,18,True
167,49,65,45,False,49,65,45,9,18,548,80,80,80,False,80,80,80,17,18,False
744,124,78,95,False,69,71,58,5,1,371,95,85,70,False,55,65,70,15,14,True
116,105,79,50,False,35,110,76,5,18,210,45,45,55,False,25,25,15,17,10,True
5,52,43,39,False,60,50,65,6,18,382,15,20,20,False,10,55,80,17,18,False
249,90,90,75,False,140,90,115,1,6,277,60,40,45,False,70,50,45,6,18,True
798,110,60,80,True,150,130,70,14,8,468,35,45,45,False,62,53,35,9,18,False
130,45,55,30,False,70,55,85,17,18,139,100,95,75,False,40,70,110,12,18,False
671,55,90,60,False,145,90,80,8,6,426,150,90,105,True,150,90,95,2,7,False
140,10,55,20,False,15,20,80,17,18,685,124,80,89,False,55,80,55,10,8,False
95,70,80,90,False,70,95,70,17,11,603,103,80,75,False,70,80,92,0,9,False
195,55,55,70,False,80,60,45,3,18,458,29,45,40,False,29,45,36,0,18,True
761,60,60,50,False,60,60,30,13,17,707,120,100,100,True,150,120,90,2,6,False
128,67,60,45,False,35,50,63,17,18,100,35,30,30,False,100,35,80,8,13,False
27,60,30,40,False,31,31,70,12,7,109,30,50,40,False,55,55,100,3,18,False
366,70,90,75,False,70,105,80,2,7,380,95,50,45,False,40,50,75,15,0,True
411,55,80,40,False,35,60,30,16,14,60,52,48,50,False,65,50,55,17,18,False
127,65,95,55,False,95,45,85,17,18,666,115,80,85,False,105,80,50,3,18,True
13,103,120,79,False,135,115,78,17,18,665,85,70,65,False,75,70,40,3,18,True
760,105,115,72,False,54,86,68,15,17,115,120,53,50,False,35,110,87,5,18,False
741,65,48,66,False,62,57,52,9,18,776,75,53,68,False,83,113,60,2,18,False
425,180,160,100,True,150,90,90,10,6,654,40,50,55,False,65,85,40,17,8,True
